Country,Height / Weight,Age,Current/Highest rank - singles,Current/Highest rank - doubles,Sex,Plays,"Today, 07","Today, 06"
Spain,,,,,,,,
,185 cm / 85 kg,,,,,,,
,,35 (3. 6. 1986),,,,,,
,,,6. / 1.,,,,,
,,,,510. / 2.,,,,
,,,,,man,,,
,,,,,,left,,
,,,,,,,46 - ,
,,,,,,,,47 - 
