Country,Height / Weight,Age,Current/Highest rank - singles,Current/Highest rank - doubles,Sex,Plays,"Today, 07","Today, 06"
Serbia,,,,,,,,
,187 cm / 80 kg,,,,,,,
,,34 (22. 5. 1987),,,,,,
,,,1. / 1.,,,,,
,,,,255. / 1.,,,,
,,,,,man,,,
,,,,,,right,,
,,,,,,,46 - ,
,,,,,,,,47 - 
