Country,Height / Weight,Age,Current/Highest rank - singles,Current/Highest rank - doubles,Sex,Plays,"Today, 07","Today, 06"
Switzerland,,,,,,,,
,187 cm / 85 kg,,,,,,,
,,40 (8. 8. 1981),,,,,,
,,,16. / 1.,,,,,
,,,,- / 5.,,,,
,,,,,man,,,
,,,,,,right,,
,,,,,,,46 - ,
,,,,,,,,47 - 
